Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
91,Spring,CS118,Programming Fundamentals,3,C,2,2.61,2.63,0
91,Spring,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.61,2.63,0
91,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.61,2.63,0
91,Spring,SS111,Islamic and Religious Studies,3,A-,3.67,2.61,2.63,0
91,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
91,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
91,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
91,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
91,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
91,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
91,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
91,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
91,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
91,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
92,Fall,EE182,Basic Electronics,3,B+,3.33,3.57,3.57,0
92,Fall,SS101,English Language,3,A-,3.67,3.57,3.57,0
92,Fall,CS118,Programming Fundamentals,3,A-,3.67,3.57,3.57,0
92,Fall,SL101,English Language Lab,1,A-,3.67,3.57,3.57,0
92,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.57,3.57,0
92,Fall,MT104,Linear Algebra,3,B+,3.33,3.57,3.57,0
92,Fall,CL118,Programming Fundamentals - Lab,1,A,4,3.57,3.57,0
92,Fall,CS201,Data Structures,3,B+,3.33,3.11,3.37,0
92,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.41,3.49,0
92,Spring,SS113,Pakistan Studies,3,D+,1.33,3.41,3.49,0
92,Spring,EE227,Digital Logic Design,3,A,4,3.41,3.49,0
92,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.41,3.49,0
92,Spring,CS217,Computer Programming,3,A,4,3.41,3.49,0
92,Spring,SS122,English Composition,3,A-,3.67,3.41,3.49,0
92,Spring,CL217,Computer Programming Lab,1,A,4,3.41,3.49,0
92,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
92,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
92,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
92,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
92,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
92,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
92,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
93,Fall,CS118,Programming Fundamentals,3,A,4,3.84,3.84,0
93,Fall,EE182,Basic Electronics,3,A,4,3.84,3.84,0
93,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.84,3.84,0
93,Fall,SS101,English Language,3,A+,4,3.84,3.84,0
93,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.84,3.84,0
93,Fall,MT104,Linear Algebra,3,A,4,3.84,3.84,0
93,Fall,SL101,English Language Lab,1,A,4,3.84,3.84,0
93,Fall,CS201,Data Structures,3,A,4,3.85,3.88,0
93,Spring,SS111,Islamic and Religious Studies,3,A,4,3.94,3.89,0
93,Spring,EL227,Digital Logic Design - Lab,1,A,4,3.94,3.89,0
93,Spring,SS122,English Composition,3,A+,4,3.94,3.89,0
93,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.94,3.89,0
93,Spring,EE227,Digital Logic Design,3,A+,4,3.94,3.89,0
93,Spring,CS217,Computer Programming,3,A+,4,3.94,3.89,0
93,Spring,CL217,Computer Programming Lab,1,A,4,3.94,3.89,0
93,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
93,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
93,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
93,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
93,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
93,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
93,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
94,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.49,3.49,0
94,Fall,CS118,Programming Fundamentals,3,B+,3.33,3.49,3.49,0
94,Fall,MT104,Linear Algebra,3,B-,2.67,3.49,3.49,0
94,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.49,3.49,0
94,Fall,SS101,English Language,3,A,4,3.49,3.49,0
94,Fall,SL101,English Language Lab,1,A,4,3.49,3.49,0
94,Fall,EE182,Basic Electronics,3,A-,3.67,3.49,3.49,0
94,Fall,CS201,Data Structures,3,A,4,2.83,3.29,0
94,Spring,EE227,Digital Logic Design,3,A,4,3.51,3.5,0
94,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.51,3.5,0
94,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,3.51,3.5,0
94,Spring,SS122,English Composition,3,B+,3.33,3.51,3.5,0
94,Spring,CS217,Computer Programming,3,A,4,3.51,3.5,0
94,Spring,CL217,Computer Programming Lab,1,A-,3.67,3.51,3.5,0
94,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,3.51,3.5,0
94,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
94,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
94,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
94,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
94,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
94,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
94,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
95,Fall,SS101,English Language,3,L1,0,0,0,1
95,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
95,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
95,Fall,SL101,English Language Lab,1,L1,0,0,0,1
95,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
95,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
95,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
95,Unknown,SS122,English Composition,3,UK,-1,0,0,0
95,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
95,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
95,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
95,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
95,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
95,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
95,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
95,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
95,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
95,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
95,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
95,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
95,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
95,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
96,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
96,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
96,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
96,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
96,Fall,SL101,English Language Lab,1,L1,0,0,0,1
96,Fall,SS101,English Language,3,L1,0,0,0,1
96,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
96,Unknown,SS122,English Composition,3,UK,-1,0,0,0
96,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
96,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
96,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
96,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
96,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
96,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
96,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
96,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
96,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
96,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
96,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
96,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
96,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
96,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
97,Fall,SL101,English Language Lab,1,A-,3.67,3.98,3.98,0
97,Fall,EE182,Basic Electronics,3,A+,4,3.98,3.98,0
97,Fall,SS101,English Language,3,A,4,3.98,3.98,0
97,Fall,MT119,Calculus and Analytical Geometry,3,A+,4,3.98,3.98,0
97,Fall,MT104,Linear Algebra,3,A+,4,3.98,3.98,0
97,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.98,3.98,0
97,Fall,CS118,Programming Fundamentals,3,A,4,3.98,3.98,0
97,Fall,CS201,Data Structures,3,A,4,3.73,3.85,0
97,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,3.82,3.9,0
97,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.82,3.9,0
97,Spring,MT224,Differential Equations (Cal II),3,A+,4,3.82,3.9,0
97,Spring,CL217,Computer Programming Lab,1,A+,4,3.82,3.9,0
97,Spring,SS122,English Composition,3,A,4,3.82,3.9,0
97,Spring,CS217,Computer Programming,3,A,4,3.82,3.9,0
97,Spring,EE227,Digital Logic Design,3,A-,3.67,3.82,3.9,0
97,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
97,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
97,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
97,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
97,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
97,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
97,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
98,Fall,MT119,Calculus and Analytical Geometry,3,B,3,1.76,1.76,3
98,Fall,MT104,Linear Algebra,3,C-,1.67,1.76,1.76,3
98,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.76,1.76,3
98,Fall,SL101,English Language Lab,1,C,2,1.76,1.76,3
98,Fall,SS101,English Language,3,C+,2.33,1.76,1.76,3
98,Fall,CS118,Programming Fundamentals,3,F,0,1.76,1.76,3
98,Fall,EE182,Basic Electronics,3,C+,2.33,1.76,1.76,3
98,Spring,CS118,Programming Fundamentals,3,C-,1.67,1.33,1.76,3
98,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,1.33,1.76,3
98,Spring,SS111,Islamic and Religious Studies,3,D,1,1.33,1.76,3
98,Spring,SS122,English Composition,3,D,1,1.33,1.76,3
98,Spring,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.33,1.76,3
98,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,1.33,1.76,3
98,Spring,EE227,Digital Logic Design,3,F,0,1.33,1.76,3
98,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
98,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
98,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
98,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
98,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
98,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
98,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
98,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
98,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
98,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
99,Fall,CL118,Programming Fundamentals - Lab,1,B,3,3.22,3.22,0
99,Fall,SL101,English Language Lab,1,A-,3.67,3.22,3.22,0
99,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.22,3.22,0
99,Fall,CS118,Programming Fundamentals,3,C+,2.33,3.22,3.22,0
99,Fall,EE182,Basic Electronics,3,A-,3.67,3.22,3.22,0
99,Fall,SS101,English Language,3,B,3,3.22,3.22,0
99,Fall,MT104,Linear Algebra,3,A-,3.67,3.22,3.22,0
99,Fall,CS201,Data Structures,3,B+,3.33,2.67,3.01,0
99,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.14,3.18,0
99,Spring,MT224,Differential Equations (Cal II),3,A+,4,3.14,3.18,0
99,Spring,SS122,English Composition,3,D,1,3.14,3.18,0
99,Spring,EE227,Digital Logic Design,3,A,4,3.14,3.18,0
99,Spring,CS217,Computer Programming,3,B+,3.33,3.14,3.18,0
99,Spring,SS111,Islamic and Religious Studies,3,B,3,3.14,3.18,0
99,Spring,CL217,Computer Programming Lab,1,B+,3.33,3.14,3.18,0
99,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
99,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
99,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
99,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
99,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
99,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
99,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
100,Fall,MT104,Linear Algebra,3,C+,2.33,2.61,2.61,0
100,Fall,CS118,Programming Fundamentals,3,C,2,2.61,2.61,0
100,Fall,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.61,2.61,0
100,Fall,EE182,Basic Electronics,3,B-,2.67,2.61,2.61,0
100,Fall,SS101,English Language,3,B+,3.33,2.61,2.61,0
100,Fall,SL101,English Language Lab,1,A-,3.67,2.61,2.61,0
100,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.61,2.61,0
100,Fall,CS201,Data Structures,3,B,3,3.23,2.68,0
100,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,1.69,2.15,0
100,Spring,SS113,Pakistan Studies,3,C-,1.67,1.69,2.15,0
100,Spring,SS122,English Composition,3,C,2,1.69,2.15,0
100,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,1.69,2.15,0
100,Spring,EE227,Digital Logic Design,3,C,2,1.69,2.15,0
100,Spring,CL217,Computer Programming Lab,1,C,2,1.69,2.15,0
100,Spring,CS217,Computer Programming,3,F,0,1.69,2.15,0
100,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
100,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
100,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
100,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
100,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
100,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
100,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
101,Fall,SL101,English Language Lab,1,A-,3.67,1.21,1.21,1
101,Fall,CS118,Programming Fundamentals,3,F,0,1.21,1.21,1
101,Fall,EE182,Basic Electronics,3,F,0,1.21,1.21,1
101,Fall,SS101,English Language,3,B+,3.33,1.21,1.21,1
101,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.21,1.21,1
101,Fall,MT104,Linear Algebra,3,D,1,1.21,1.21,1
101,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.21,1.21,1
101,Unknown,SS122,English Composition,3,UK,-1,0,0,0
101,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
101,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
101,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
101,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
101,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
101,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
101,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
101,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
101,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
101,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
101,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
101,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
101,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
101,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
102,Fall,CS118,Programming Fundamentals,3,A+,4,3.57,3.57,0
102,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.57,3.57,0
102,Fall,EE182,Basic Electronics,3,B,3,3.57,3.57,0
102,Fall,MT104,Linear Algebra,3,A-,3.67,3.57,3.57,0
102,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.57,3.57,0
102,Fall,SS101,English Language,3,A-,3.67,3.57,3.57,0
102,Fall,SL101,English Language Lab,1,A-,3.67,3.57,3.57,0
102,Fall,CS201,Data Structures,3,A+,4,3,3.29,0
102,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.28,3.42,0
102,Spring,CL217,Computer Programming Lab,1,A+,4,3.28,3.42,0
102,Spring,SS122,English Composition,3,B+,3.33,3.28,3.42,0
102,Spring,SS113,Pakistan Studies,3,C-,1.67,3.28,3.42,0
102,Spring,EE227,Digital Logic Design,3,A-,3.67,3.28,3.42,0
102,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,3.28,3.42,0
102,Spring,CS217,Computer Programming,3,A+,4,3.28,3.42,0
102,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
102,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
102,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
102,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
102,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
102,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
102,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
103,Fall,SS111,Islamic and Religious Studies,3,C+,2.33,1.18,1.18,1
103,Fall,SS101,English Language,3,D,1,1.18,1.18,1
103,Unknown,MT119,Calculus and Analytical Geometry,3,UK,-1,0,0,0
103,Unknown,CS118,Programming Fundamentals,3,UK,-1,0,0,0
103,Unknown,EE182,Basic Electronics,3,UK,-1,0,0,0
103,Unknown,MT104,Linear Algebra,3,UK,-1,0,0,0
103,Unknown,CL118,Programming Fundamentals - Lab,1,UK,-1,0,0,0
103,Unknown,SL101,English Language Lab,1,UK,-1,0,0,0
103,Unknown,SS122,English Composition,3,UK,-1,0,0,0
103,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
103,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
103,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
103,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
103,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
103,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
103,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
103,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
103,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
103,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
103,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
103,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
103,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
104,Fall,SS101,English Language,3,B+,3.33,3.78,3.78,0
104,Fall,SL101,English Language Lab,1,B+,3.33,3.78,3.78,0
104,Fall,CS118,Programming Fundamentals,3,A,4,3.78,3.78,0
104,Fall,MT104,Linear Algebra,3,A,4,3.78,3.78,0
104,Fall,CL118,Programming Fundamentals - Lab,1,A,4,3.78,3.78,0
104,Fall,EE182,Basic Electronics,3,A,4,3.78,3.78,0
104,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.78,3.78,0
104,Fall,CS201,Data Structures,3,A,4,3.83,3.71,0
104,Spring,MT224,Differential Equations (Cal II),3,A+,4,3.53,3.66,0
104,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.53,3.66,0
104,Spring,SS113,Pakistan Studies,3,B-,2.67,3.53,3.66,0
104,Spring,SS122,English Composition,3,B-,2.67,3.53,3.66,0
104,Spring,EE227,Digital Logic Design,3,A+,4,3.53,3.66,0
104,Spring,CL217,Computer Programming Lab,1,A+,4,3.53,3.66,0
104,Spring,CS217,Computer Programming,3,A,4,3.53,3.66,0
104,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
104,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
104,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
104,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
104,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
104,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
104,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
105,Fall,SS101,English Language,3,F,0,0,0,1
105,Fall,SL101,English Language Lab,1,F,0,0,0,1
105,Fall,EE182,Basic Electronics,3,F,0,0,0,1
105,Fall,MT119,Calculus and Analytical Geometry,3,F,0,0,0,1
105,Fall,MT104,Linear Algebra,3,F,0,0,0,1
105,Fall,CS118,Programming Fundamentals,3,F,0,0,0,1
105,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0,0,1
105,Unknown,SS122,English Composition,3,UK,-1,0,0,0
105,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
105,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
105,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
105,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
105,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
105,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
105,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
105,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
105,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
105,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
105,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
105,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
105,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
105,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
106,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.2,3.2,0
106,Fall,MT104,Linear Algebra,3,B-,2.67,3.2,3.2,0
106,Fall,SL101,English Language Lab,1,B+,3.33,3.2,3.2,0
106,Fall,EE182,Basic Electronics,3,B+,3.33,3.2,3.2,0
106,Fall,CS118,Programming Fundamentals,3,C+,2.33,3.2,3.2,0
106,Fall,SS101,English Language,3,A,4,3.2,3.2,0
106,Fall,CL118,Programming Fundamentals - Lab,1,B,3,3.2,3.2,0
106,Fall,CS201,Data Structures,3,C+,2.33,2.71,2.89,0
106,Spring,CS217,Computer Programming,3,C,2,2.75,2.97,0
106,Spring,EE227,Digital Logic Design,3,B,3,2.75,2.97,0
106,Spring,SS122,English Composition,3,B-,2.67,2.75,2.97,0
106,Spring,SS113,Pakistan Studies,3,A-,3.67,2.75,2.97,0
106,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.75,2.97,0
106,Spring,CL217,Computer Programming Lab,1,B+,3.33,2.75,2.97,0
106,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.75,2.97,0
106,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
106,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
106,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
106,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
106,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
106,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
106,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
107,Fall,CL118,Programming Fundamentals - Lab,1,B-,2.67,3.31,3.31,0
107,Fall,CS118,Programming Fundamentals,3,C,2,3.31,3.31,0
107,Fall,SS101,English Language,3,A-,3.67,3.31,3.31,0
107,Fall,EE182,Basic Electronics,3,A,4,3.31,3.31,0
107,Fall,SL101,English Language Lab,1,A-,3.67,3.31,3.31,0
107,Fall,MT104,Linear Algebra,3,B,3,3.31,3.31,0
107,Fall,MT119,Calculus and Analytical Geometry,3,A,4,3.31,3.31,0
107,Fall,CS201,Data Structures,3,B-,2.67,2.56,3,0
107,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,3.1,3.21,0
107,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.1,3.21,0
107,Spring,EL227,Digital Logic Design - Lab,1,B,3,3.1,3.21,0
107,Spring,SS122,English Composition,3,A-,3.67,3.1,3.21,0
107,Spring,EE227,Digital Logic Design,3,B+,3.33,3.1,3.21,0
107,Spring,CS217,Computer Programming,3,C+,2.33,3.1,3.21,0
107,Spring,CL217,Computer Programming Lab,1,B-,2.67,3.1,3.21,0
107,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
107,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
107,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
107,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
107,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
107,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
107,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
